City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tinogasta,-28.0632,-67.5649,77.49,19,81,12.46,AR,Tue Oct 17 14:16:20 2023
362,khorixas,-20.3667,14.9667,67.53,48,5,8.39,NA,Tue Oct 17 14:16:21 2023
363,rio grande,-32.035,-52.0986,71.71,67,100,20.78,BR,Tue Oct 17 14:16:21 2023
364,el galpon,-25.3807,-64.6526,71.92,63,100,10.69,AR,Tue Oct 17 14:16:21 2023
365,tondano,1.3038,124.9112,67.51,90,45,0.94,ID,Tue Oct 17 14:16:21 2023
366,apolinario saravia,-24.4328,-63.9954,75.43,59,100,15.99,AR,Tue Oct 17 14:16:21 2023
367,saint-francois,46.4154,3.9054,62.65,82,0,4.61,FR,Tue Oct 17 14:16:21 2023
368,tromso,69.6496,18.957,32.02,74,20,3.44,NO,Tue Oct 17 14:16:22 2023
369,lompoc,34.6391,-120.4579,88.84,66,0,15.01,US,Tue Oct 17 14:14:10 2023
370,kencong,-8.2833,113.3667,74.23,94,90,1.21,ID,Tue Oct 17 14:16:22 2023
371,oranjemund,-28.55,16.4333,69.24,59,0,11.77,NA,Tue Oct 17 14:16:22 2023
372,morden,49.1919,-98.1014,67.08,55,100,10.36,CA,Tue Oct 17 14:16:22 2023
373,sumenep,-7.0167,113.8667,80.49,79,100,13.62,ID,Tue Oct 17 14:16:22 2023
374,bonthe,7.5264,-12.505,77.85,85,100,5.17,SL,Tue Oct 17 14:16:22 2023
375,arraial do cabo,-22.9661,-42.0278,78.66,78,0,10.36,BR,Tue Oct 17 14:16:23 2023
376,ananindeua,-1.3656,-48.3722,84.11,65,75,17.27,BR,Tue Oct 17 14:16:02 2023
377,doka,13.5167,35.7667,75.76,71,100,2.55,SD,Tue Oct 17 14:16:23 2023
378,baker city,44.7749,-117.8344,61.59,56,89,3.78,US,Tue Oct 17 14:15:44 2023
379,suluru,13.7,80.0167,78.85,77,100,1.79,IN,Tue Oct 17 14:16:23 2023
380,linkou,45.3,130.2833,42.66,47,99,4.85,CN,Tue Oct 17 14:16:23 2023
381,labuan,5.2767,115.2417,82.76,94,20,1.14,MY,Tue Oct 17 14:16:23 2023
382,neryungri,56.6709,124.6491,28.24,97,100,0.89,RU,Tue Oct 17 14:16:23 2023
383,chardara,41.2547,67.9692,60.49,32,100,2.59,KZ,Tue Oct 17 14:16:23 2023
384,mananara,-16.1667,49.7667,72.9,92,23,3.94,MG,Tue Oct 17 14:16:24 2023
385,lagoa,39.05,-27.9833,68.32,89,13,23.06,PT,Tue Oct 17 14:16:24 2023
386,kingston,17.997,-76.7936,90.25,71,68,8.01,JM,Tue Oct 17 14:11:39 2023
387,warrnambool,-38.3833,142.4833,44.38,86,0,8.39,AU,Tue Oct 17 14:16:24 2023
388,astorga,-23.2325,-51.6656,92.35,34,100,3.27,BR,Tue Oct 17 14:16:24 2023
389,yarkovo,57.4028,67.0786,51.62,65,0,11.36,RU,Tue Oct 17 14:16:24 2023
390,lake city,30.1897,-82.6393,70.81,42,0,8.05,US,Tue Oct 17 14:16:24 2023
391,tamandare,-8.7597,-35.1047,79.39,63,100,11.36,BR,Tue Oct 17 14:16:24 2023
392,merizo village,13.2658,144.6691,77.38,91,100,8.84,GU,Tue Oct 17 14:16:25 2023
393,gizo,-8.103,156.8419,81.32,80,91,3.62,SB,Tue Oct 17 14:16:25 2023
394,kapa'a,22.0752,-159.319,82.09,62,0,5.75,US,Tue Oct 17 14:16:25 2023
395,yesilhisar,38.3497,35.0867,57.27,58,87,2.39,TR,Tue Oct 17 14:16:25 2023
396,reggane,26.7158,0.1714,86.0,14,1,5.19,DZ,Tue Oct 17 14:16:25 2023
397,willmar,45.1219,-95.0433,64.87,42,0,11.5,US,Tue Oct 17 14:13:25 2023
398,vlore,40.4667,19.4897,64.18,89,98,11.39,AL,Tue Oct 17 14:16:25 2023
399,bousso,10.4795,16.7117,84.18,48,22,2.26,TD,Tue Oct 17 14:16:26 2023
400,choiseul,48.0588,5.5668,47.91,66,100,4.9,FR,Tue Oct 17 14:16:26 2023
401,lawas,13.764,121.0566,78.98,92,54,7.45,PH,Tue Oct 17 14:16:26 2023
402,iranshahr,27.2025,60.6848,84.54,37,0,6.91,IR,Tue Oct 17 14:16:26 2023
403,cuamba,-14.8031,36.5372,74.21,69,100,6.62,MZ,Tue Oct 17 14:16:26 2023
404,kourou,5.1552,-52.6478,87.85,61,14,11.07,GF,Tue Oct 17 14:16:26 2023
405,south lake tahoe,38.9332,-119.9844,69.31,36,0,4.61,US,Tue Oct 17 14:16:26 2023
406,yokadouma,3.5167,15.05,71.11,98,99,1.95,CM,Tue Oct 17 14:16:27 2023
407,igarka,67.4667,86.5833,32.52,87,100,13.06,RU,Tue Oct 17 14:16:27 2023
408,yekaterinovka,52.0508,44.3451,37.6,80,39,15.86,RU,Tue Oct 17 14:16:27 2023
409,adrar,20.5022,-10.0711,88.09,10,14,6.6,MR,Tue Oct 17 14:16:27 2023
410,fuerte olimpo,-21.0415,-57.8738,111.7,13,43,9.6,PY,Tue Oct 17 14:16:27 2023
411,angaur state,6.906,134.13,82.29,75,30,3.0,PW,Tue Oct 17 14:16:27 2023
412,suwayr,30.1171,40.3893,76.14,32,0,6.11,SA,Tue Oct 17 14:16:27 2023
413,nikolayevsk-on-amure,53.1406,140.73,39.11,93,99,3.33,RU,Tue Oct 17 14:16:27 2023
414,murmashi,68.8154,32.8115,32.41,100,40,7.0,RU,Tue Oct 17 14:16:27 2023
415,jining,35.405,116.5814,68.22,39,100,9.78,CN,Tue Oct 17 14:16:28 2023
416,ghadamis,30.1337,9.5007,82.35,14,60,9.24,LY,Tue Oct 17 14:16:28 2023
417,fisterra,42.9049,-9.2629,69.03,95,100,26.42,ES,Tue Oct 17 14:16:28 2023
418,usurbil,43.2715,-2.0481,82.08,54,79,12.95,ES,Tue Oct 17 14:16:28 2023
419,ha'il,27.5219,41.6907,77.02,29,0,9.22,SA,Tue Oct 17 14:16:28 2023
420,mont-dore,-22.2833,166.5833,71.58,94,100,3.98,NC,Tue Oct 17 14:16:28 2023
421,naze,28.3667,129.4833,63.52,69,0,5.26,JP,Tue Oct 17 14:16:28 2023
422,erenhot,43.6475,111.9767,43.05,39,0,9.04,CN,Tue Oct 17 14:16:29 2023
423,sandnessjoen,66.0217,12.6316,39.42,70,20,10.36,NO,Tue Oct 17 14:16:29 2023
424,serdar,38.9764,56.2757,65.01,78,9,15.5,TM,Tue Oct 17 14:16:29 2023
425,as sulayyil,20.4607,45.5779,82.65,15,0,5.99,SA,Tue Oct 17 14:16:29 2023
426,manado,1.487,124.8455,76.89,84,17,2.39,ID,Tue Oct 17 14:16:29 2023
427,kyren,51.6828,102.1408,42.94,51,100,3.0,RU,Tue Oct 17 14:16:29 2023
428,yuzhno-kurilsk,44.0306,145.8556,51.37,75,92,29.82,RU,Tue Oct 17 14:16:29 2023
429,tomohon,1.3346,124.8392,66.81,89,34,1.72,ID,Tue Oct 17 14:16:29 2023
430,aykhal,66.0,111.5,18.07,98,96,5.01,RU,Tue Oct 17 14:16:30 2023
431,oktyabr'skoye,43.0645,44.7417,44.69,87,100,4.47,RU,Tue Oct 17 14:16:30 2023
432,ketchikan,55.3422,-131.6461,51.78,87,100,17.27,US,Tue Oct 17 14:16:30 2023
433,alto araguaia,-17.3147,-53.2153,97.92,19,41,6.91,BR,Tue Oct 17 14:16:30 2023
434,berezovo,63.9381,65.0419,43.97,85,100,11.99,RU,Tue Oct 17 14:16:30 2023
435,hami,42.8,93.45,45.66,54,0,3.89,CN,Tue Oct 17 14:12:14 2023
436,ramshir,30.8946,49.4092,73.15,25,0,9.91,IR,Tue Oct 17 14:16:31 2023
437,moratuwa,6.773,79.8816,77.02,86,100,2.21,LK,Tue Oct 17 14:16:31 2023
438,fetsund,59.929,11.1625,45.68,77,0,3.38,NO,Tue Oct 17 14:16:31 2023
439,darwin,-12.4611,130.8418,76.98,88,100,3.44,AU,Tue Oct 17 14:16:31 2023
440,huaiyuan chengguanzhen,32.9589,117.1657,63.01,64,13,6.49,CN,Tue Oct 17 14:16:31 2023
441,grand falls-windsor,48.9332,-55.6649,42.51,82,100,1.01,CA,Tue Oct 17 14:16:31 2023
442,marsabit,2.3284,37.9899,71.91,64,59,8.52,KE,Tue Oct 17 14:16:31 2023
443,zag,46.9441,99.165,28.13,35,89,5.26,MN,Tue Oct 17 14:16:31 2023
444,nanyuki,0.0167,37.0728,60.85,87,100,3.04,KE,Tue Oct 17 14:16:32 2023
445,krosno,49.6887,21.7706,42.24,98,11,3.65,PL,Tue Oct 17 14:16:32 2023
446,secunda,-26.55,29.1667,51.33,90,74,4.0,ZA,Tue Oct 17 14:16:32 2023
447,chittarkonda,18.1167,82.0833,68.94,78,49,2.71,IN,Tue Oct 17 14:16:32 2023
448,sisimiut,66.9395,-53.6735,21.65,83,85,7.45,GL,Tue Oct 17 14:16:32 2023
449,mount gambier,-37.8333,140.7667,41.77,90,0,4.99,AU,Tue Oct 17 14:16:32 2023
450,keciborlu,37.9425,30.3022,61.16,63,75,2.3,TR,Tue Oct 17 14:16:32 2023
451,nagqu,31.5,92.0,27.63,84,100,10.25,CN,Tue Oct 17 14:16:32 2023
452,cabanillas del campo,40.6338,-3.2294,68.9,69,2,22.39,ES,Tue Oct 17 14:16:33 2023
453,concepcion,-36.827,-73.0498,69.6,46,0,4.61,CL,Tue Oct 17 14:16:33 2023
454,acapulco de juarez,16.8634,-99.8901,89.42,43,100,3.44,MX,Tue Oct 17 14:12:19 2023
455,topki,55.2769,85.6163,45.48,88,100,7.83,RU,Tue Oct 17 14:16:33 2023
456,antsohihy,-14.8796,47.9875,80.04,77,48,4.36,MG,Tue Oct 17 14:16:33 2023
457,island harbour,50.724,-1.2758,55.92,77,100,10.0,GB,Tue Oct 17 14:16:33 2023
458,kerikeri,-35.2268,173.9474,63.91,94,100,3.0,NZ,Tue Oct 17 14:16:33 2023
459,kyzyl-mazhalyk,51.1333,90.6,40.91,49,58,1.99,RU,Tue Oct 17 14:16:33 2023
460,nadym,65.5333,72.5167,41.65,96,100,10.98,RU,Tue Oct 17 14:16:34 2023
461,zungeru,9.8128,6.1558,84.18,75,77,3.15,NG,Tue Oct 17 14:16:34 2023
462,murzuq,25.9155,13.9184,76.1,16,0,4.9,LY,Tue Oct 17 14:16:34 2023
463,la gi,10.6667,107.7833,78.67,88,100,6.89,VN,Tue Oct 17 14:16:34 2023
464,khandyga,62.6667,135.6,17.08,82,100,2.21,RU,Tue Oct 17 14:16:34 2023
465,khovd,48.0056,91.6419,37.98,34,13,1.28,MN,Tue Oct 17 14:16:34 2023
466,saint-joseph,-21.3667,55.6167,75.58,87,100,3.65,RE,Tue Oct 17 14:16:35 2023
467,qamdo,31.1667,97.2333,31.23,59,47,4.97,CN,Tue Oct 17 14:16:35 2023
468,morant bay,17.8815,-76.4093,91.02,72,93,6.02,JM,Tue Oct 17 14:16:35 2023
469,yaren,-0.5472,166.916,82.2,79,100,22.53,NR,Tue Oct 17 14:16:35 2023
470,belmonte,-15.8631,-38.8828,79.34,63,3,8.39,BR,Tue Oct 17 14:16:35 2023
471,san francisco de la paz,14.9,-86.2,87.51,78,100,4.12,HN,Tue Oct 17 14:16:35 2023
472,kavalerovo,44.2661,135.0572,41.54,74,100,5.01,RU,Tue Oct 17 14:16:36 2023
473,bukittinggi,-0.3091,100.3706,65.73,97,100,1.68,ID,Tue Oct 17 14:16:36 2023
474,caska,41.6506,21.6622,46.92,93,100,2.28,MK,Tue Oct 17 14:16:36 2023
475,sena madureira,-9.0656,-68.6569,99.52,31,84,1.81,BR,Tue Oct 17 14:16:36 2023
476,tinajo,29.0788,-13.7081,77.88,78,20,0.0,ES,Tue Oct 17 14:16:36 2023
477,souillac,-20.5167,57.5167,75.58,88,75,3.44,MU,Tue Oct 17 14:16:37 2023
478,rabo de peixe,37.8,-25.5833,69.31,99,75,18.41,PT,Tue Oct 17 14:16:37 2023
479,lincoln city,44.9582,-124.0179,62.96,88,100,7.0,US,Tue Oct 17 14:16:37 2023
480,lhasa,29.65,91.1,40.39,63,4,5.26,CN,Tue Oct 17 14:16:37 2023
481,necochea,-38.5473,-58.7368,55.33,47,0,8.03,AR,Tue Oct 17 14:16:37 2023
482,oamaru,-45.0784,170.9801,41.38,93,20,4.7,NZ,Tue Oct 17 14:16:38 2023
483,luderitz,-26.6481,15.1594,67.59,64,1,9.51,NA,Tue Oct 17 14:16:38 2023
484,mar del plata,-38.0023,-57.5575,59.02,44,0,14.97,AR,Tue Oct 17 14:16:38 2023
485,cueto,20.6439,-75.9356,90.12,60,82,5.48,CU,Tue Oct 17 14:16:38 2023
486,tuma,55.148,40.5537,37.69,96,100,11.79,RU,Tue Oct 17 14:16:38 2023
487,yamba,-5.9,22.3,75.56,77,15,2.35,CD,Tue Oct 17 14:16:38 2023
488,nelson bay,-32.7167,152.15,63.0,92,93,8.01,AU,Tue Oct 17 14:16:38 2023
489,al qitena,14.8648,32.3668,91.63,16,39,9.35,SD,Tue Oct 17 14:16:39 2023
490,nago,26.5881,127.9761,69.46,65,0,5.21,JP,Tue Oct 17 14:16:39 2023
491,pisco,-13.7,-76.2167,69.85,83,20,12.66,PE,Tue Oct 17 14:16:39 2023
492,paka,4.6374,103.4368,78.73,100,90,0.0,MY,Tue Oct 17 14:16:39 2023
493,touros,-5.1989,-35.4608,79.39,76,100,25.5,BR,Tue Oct 17 14:15:46 2023
494,basoko,1.2391,23.616,79.66,69,99,1.16,CD,Tue Oct 17 14:16:39 2023
495,bhadra,29.1167,75.1667,73.98,58,0,5.84,IN,Tue Oct 17 14:16:39 2023
496,taulaga,-11.0553,-171.0883,82.24,75,40,14.45,AS,Tue Oct 17 14:16:40 2023
497,remire-montjoly,4.9167,-52.2667,87.84,70,75,12.66,GF,Tue Oct 17 14:16:40 2023
498,that phanom,16.9364,104.7104,71.62,87,100,1.81,TH,Tue Oct 17 14:16:40 2023
499,panjab,34.388,67.0233,42.66,39,64,3.0,AF,Tue Oct 17 14:16:40 2023
500,copiapo,-27.3667,-70.3333,60.49,30,94,10.18,CL,Tue Oct 17 14:16:30 2023
501,gwanda,-20.9333,29.0,64.78,73,15,15.88,ZW,Tue Oct 17 14:16:40 2023
502,broome,42.2506,-75.833,58.01,79,100,4.61,US,Tue Oct 17 14:16:40 2023
503,gamba,-2.65,10.0,76.75,83,53,5.48,GA,Tue Oct 17 14:16:40 2023
504,mugia,43.1041,-9.2179,69.17,96,100,26.49,ES,Tue Oct 17 14:16:40 2023
505,bjelovar,45.8986,16.8489,46.33,58,100,2.42,HR,Tue Oct 17 14:16:41 2023
506,polyarnyy,69.1989,33.4478,36.0,71,100,15.1,RU,Tue Oct 17 14:16:41 2023
507,stephenville,32.2207,-98.2023,77.16,28,0,5.75,US,Tue Oct 17 14:15:35 2023
508,neiafu,-18.65,-173.9833,77.68,78,40,12.66,TO,Tue Oct 17 14:16:41 2023
509,katsuren-haebaru,26.3369,127.8719,73.42,68,1,6.98,JP,Tue Oct 17 14:16:41 2023
510,la ronge,55.1001,-105.2842,61.02,51,75,6.91,CA,Tue Oct 17 14:16:41 2023
511,valera,9.3178,-70.6036,84.34,72,96,1.77,VE,Tue Oct 17 14:16:41 2023
512,xiaoweizhai,26.1903,107.5125,60.49,83,2,2.55,CN,Tue Oct 17 14:16:41 2023
513,lauro de freitas,-12.8944,-38.3272,80.62,65,40,11.5,BR,Tue Oct 17 14:16:41 2023
514,la carlota,10.4233,122.9208,77.05,84,100,3.78,PH,Tue Oct 17 14:16:42 2023
515,sokhumi,43.0033,41.0153,50.74,70,38,5.28,GE,Tue Oct 17 14:16:42 2023
516,cascais,38.6979,-9.4215,67.96,96,75,13.0,PT,Tue Oct 17 14:16:42 2023
517,mabaruma,8.2,-59.7833,88.68,56,99,7.02,GY,Tue Oct 17 14:16:42 2023
518,bocaiuva,-17.1078,-43.815,94.26,17,3,9.35,BR,Tue Oct 17 14:13:26 2023
519,mandan,46.8267,-100.8896,71.37,52,0,5.75,US,Tue Oct 17 14:13:19 2023
520,prado,-17.3411,-39.2208,78.98,69,0,11.97,BR,Tue Oct 17 14:16:42 2023
521,orland,39.7474,-122.1964,84.43,41,5,1.01,US,Tue Oct 17 14:16:43 2023
522,xai-xai,-25.0519,33.6442,68.29,82,47,9.91,MZ,Tue Oct 17 14:16:43 2023
523,goba,7.0167,39.9833,52.38,87,100,4.63,ET,Tue Oct 17 14:16:43 2023
524,arkalyk,50.2486,66.9114,51.01,45,0,9.04,KZ,Tue Oct 17 14:16:43 2023
525,viedma,-40.8135,-62.9967,73.81,19,0,11.03,AR,Tue Oct 17 14:16:43 2023
526,nogliki,51.8333,143.1667,48.34,84,98,7.0,RU,Tue Oct 17 14:16:43 2023
527,santa ana,33.7456,-117.8678,91.96,63,20,10.36,US,Tue Oct 17 14:08:08 2023
528,angra do heroismo,38.65,-27.2167,72.21,82,20,3.0,PT,Tue Oct 17 14:16:43 2023
529,bacalar,18.6667,-88.3833,86.11,51,40,5.75,MX,Tue Oct 17 14:16:43 2023
530,nikologory,56.1413,41.9922,36.39,94,100,14.92,RU,Tue Oct 17 14:16:44 2023
531,pahrump,36.2083,-115.9839,83.5,16,77,1.99,US,Tue Oct 17 14:13:19 2023
532,arrifes,37.7667,-25.7,68.25,73,75,18.41,PT,Tue Oct 17 14:16:44 2023
533,yeniseysk,58.4497,92.1703,42.94,70,99,5.01,RU,Tue Oct 17 14:16:44 2023
534,kitimat,54.0524,-128.6534,50.38,63,100,1.01,CA,Tue Oct 17 14:16:44 2023
535,les anglais,18.3054,-74.2197,84.96,75,21,5.26,HT,Tue Oct 17 14:16:44 2023
536,tindouf,27.6711,-8.1474,86.45,17,40,4.61,DZ,Tue Oct 17 14:16:44 2023
537,cambria,35.5641,-121.0808,83.62,52,0,4.97,US,Tue Oct 17 14:16:44 2023
538,mahajanga,-15.7167,46.3167,79.83,82,54,10.25,MG,Tue Oct 17 14:16:45 2023
539,tarko-sale,64.9225,77.785,39.99,88,100,11.99,RU,Tue Oct 17 14:15:54 2023
540,tukrah,32.5341,20.5791,73.8,71,0,4.32,LY,Tue Oct 17 14:16:45 2023
541,amarpatan,24.3167,80.9833,71.04,76,0,1.54,IN,Tue Oct 17 14:16:45 2023
542,san carlos de bariloche,-41.1456,-71.3082,69.55,12,0,3.44,AR,Tue Oct 17 14:16:45 2023
543,okhotsk,59.3833,143.3,17.13,71,24,12.59,RU,Tue Oct 17 14:16:45 2023
